MM/DD/YYYY,ID,YEAR,MONTH,DAY,TMAX,TMAX_FLAGS,TMIN,TMIN_FLAGS,PRCP,PRCP_FLAGS,SNOW,SNOW_FLAGS,SNWD,SNWD_FLAGS,WT03,WT03_FLAGS,DAPR,DAPR_FLAGS,MDPR,MDPR_FLAGS
1999-05-24,USC00047741,1999,05,24,217.0,__0,150.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-05-25,USC00047741,1999,05,25,211.0,__0,150.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-05-26,USC00047741,1999,05,26,200.0,__0,150.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-05-27,USC00047741,1999,05,27,211.0,__0,150.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-05-28,USC00047741,1999,05,28,183.0,__0,150.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-05-29,USC00047741,1999,05,29,200.0,__0,150.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-05-31,USC00047741,1999,05,31,222.0,__0,150.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-06-01,USC00047741,1999,06,1,178.0,__0,139.0,__0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan,nan,nan
1999-06-02,USC00047741,1999,06,2,211.0,__0,139.0,__0,3.0,__0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-06-03,USC00047741,1999,06,3,200.0,__0,133.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-06-04,USC00047741,1999,06,4,222.0,__0,133.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-06-05,USC00047741,1999,06,5,211.0,__0,117.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-06-06,USC00047741,1999,06,6,222.0,__0,144.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-06-07,USC00047741,1999,06,7,233.0,__0,144.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-06-08,USC00047741,1999,06,8,217.0,__0,144.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-06-09,USC00047741,1999,06,9,211.0,__0,150.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-06-10,USC00047741,1999,06,10,222.0,__0,150.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-06-11,USC00047741,1999,06,11,222.0,__0,156.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-06-12,USC00047741,1999,06,12,211.0,__0,156.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-06-13,USC00047741,1999,06,13,244.0,__0,161.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-06-14,USC00047741,1999,06,14,233.0,__0,161.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-06-15,USC00047741,1999,06,15,200.0,__0,156.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-06-16,USC00047741,1999,06,16,217.0,__0,150.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-06-18,USC00047741,1999,06,18,206.0,__0,nan,nan,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-06-19,USC00047741,1999,06,19,222.0,__0,156.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-06-20,USC00047741,1999,06,20,211.0,__0,144.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-06-21,USC00047741,1999,06,21,183.0,__0,150.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-06-22,USC00047741,1999,06,22,211.0,__0,150.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-06-23,USC00047741,1999,06,23,222.0,__0,150.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-06-24,USC00047741,1999,06,24,228.0,__0,150.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-06-27,USC00047741,1999,06,27,228.0,__0,150.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-06-28,USC00047741,1999,06,28,239.0,__0,144.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-06-29,USC00047741,1999,06,29,256.0,__0,167.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-06-30,USC00047741,1999,06,30,233.0,__0,167.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-07-01,USC00047741,1999,07,1,244.0,__0,161.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-07-02,USC00047741,1999,07,2,189.0,__0,150.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-07-03,USC00047741,1999,07,3,189.0,__0,156.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-07-05,USC00047741,1999,07,5,261.0,__0,167.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-07-06,USC00047741,1999,07,6,211.0,__0,167.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-07-07,USC00047741,1999,07,7,200.0,__0,161.0,__0,3.0,__0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-07-08,USC00047741,1999,07,8,233.0,__0,172.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-07-09,USC00047741,1999,07,9,267.0,__0,178.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-07-10,USC00047741,1999,07,10,278.0,__0,189.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-07-11,USC00047741,1999,07,11,278.0,__0,189.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-07-12,USC00047741,1999,07,12,283.0,__0,194.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-07-13,USC00047741,1999,07,13,283.0,__0,206.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-07-14,USC00047741,1999,07,14,256.0,__0,183.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-07-15,USC00047741,1999,07,15,261.0,__0,183.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-07-16,USC00047741,1999,07,16,256.0,__0,189.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-07-17,USC00047741,1999,07,17,244.0,__0,189.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-07-18,USC00047741,1999,07,18,233.0,__0,189.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-07-19,USC00047741,1999,07,19,239.0,__0,178.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-07-20,USC00047741,1999,07,20,244.0,__0,183.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-07-21,USC00047741,1999,07,21,244.0,__0,172.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-07-22,USC00047741,1999,07,22,239.0,__0,178.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-07-23,USC00047741,1999,07,23,239.0,__0,189.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-07-24,USC00047741,1999,07,24,244.0,__0,172.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-07-25,USC00047741,1999,07,25,239.0,__0,167.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-07-26,USC00047741,1999,07,26,239.0,__0,167.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-07-27,USC00047741,1999,07,27,222.0,__0,172.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-07-28,USC00047741,1999,07,28,239.0,__0,178.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-07-29,USC00047741,1999,07,29,239.0,__0,172.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-07-30,USC00047741,1999,07,30,261.0,__0,167.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-07-31,USC00047741,1999,07,31,244.0,__0,167.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-08-01,USC00047741,1999,08,1,222.0,__0,172.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-08-02,USC00047741,1999,08,2,250.0,__0,178.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-08-03,USC00047741,1999,08,3,278.0,__0,178.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-08-04,USC00047741,1999,08,4,250.0,__0,178.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-08-05,USC00047741,1999,08,5,211.0,__0,172.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-08-06,USC00047741,1999,08,6,256.0,__0,172.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-08-07,USC00047741,1999,08,7,244.0,__0,183.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-08-08,USC00047741,1999,08,8,233.0,__0,161.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-08-09,USC00047741,1999,08,9,250.0,__0,156.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-08-10,USC00047741,1999,08,10,256.0,__0,178.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-08-11,USC00047741,1999,08,11,250.0,__0,178.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-08-12,USC00047741,1999,08,12,239.0,__0,178.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-08-13,USC00047741,1999,08,13,239.0,__0,172.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-08-14,USC00047741,1999,08,14,250.0,__0,161.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-08-15,USC00047741,1999,08,15,244.0,__0,172.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-08-16,USC00047741,1999,08,16,244.0,__0,172.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-08-17,USC00047741,1999,08,17,239.0,__0,178.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-08-18,USC00047741,1999,08,18,233.0,__0,178.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-08-19,USC00047741,1999,08,19,233.0,__0,172.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-08-20,USC00047741,1999,08,20,228.0,__0,172.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-08-21,USC00047741,1999,08,21,217.0,__0,172.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-08-22,USC00047741,1999,08,22,222.0,__0,172.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-08-23,USC00047741,1999,08,23,233.0,__0,167.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-08-24,USC00047741,1999,08,24,233.0,__0,183.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-08-25,USC00047741,1999,08,25,244.0,__0,178.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-08-26,USC00047741,1999,08,26,244.0,__0,189.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-08-27,USC00047741,1999,08,27,228.0,__0,189.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-08-28,USC00047741,1999,08,28,222.0,__0,189.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-08-29,USC00047741,1999,08,29,217.0,__0,178.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-08-30,USC00047741,1999,08,30,222.0,__0,167.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-08-31,USC00047741,1999,08,31,217.0,__0,167.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-09-01,USC00047741,1999,09,1,217.0,__0,172.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-09-02,USC00047741,1999,09,2,211.0,__0,156.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-09-03,USC00047741,1999,09,3,217.0,__0,144.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-09-04,USC00047741,1999,09,4,200.0,__0,178.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-09-05,USC00047741,1999,09,5,200.0,__0,172.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-09-06,USC00047741,1999,09,6,211.0,__0,172.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-09-07,USC00047741,1999,09,7,206.0,__0,172.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-09-08,USC00047741,1999,09,8,211.0,__0,172.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-09-09,USC00047741,1999,09,9,211.0,__0,183.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-09-10,USC00047741,1999,09,10,211.0,__0,178.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-09-11,USC00047741,1999,09,11,211.0,__0,167.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-09-12,USC00047741,1999,09,12,206.0,__0,156.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-09-13,USC00047741,1999,09,13,206.0,__0,167.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-09-14,USC00047741,1999,09,14,200.0,__0,167.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-09-15,USC00047741,1999,09,15,200.0,__0,150.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-09-16,USC00047741,1999,09,16,200.0,__0,139.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-09-17,USC00047741,1999,09,17,206.0,__0,167.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-09-18,USC00047741,1999,09,18,194.0,__0,156.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-09-19,USC00047741,1999,09,19,206.0,__0,144.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-09-20,USC00047741,1999,09,20,200.0,__0,133.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-09-21,USC00047741,1999,09,21,239.0,__0,167.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-09-22,USC00047741,1999,09,22,217.0,__0,178.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-09-23,USC00047741,1999,09,23,211.0,__0,172.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-09-24,USC00047741,1999,09,24,194.0,__0,167.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-09-25,USC00047741,1999,09,25,183.0,__0,167.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-09-26,USC00047741,1999,09,26,189.0,__0,161.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-09-27,USC00047741,1999,09,27,194.0,__0,167.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-09-28,USC00047741,1999,09,28,200.0,__0,167.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-09-29,USC00047741,1999,09,29,272.0,__0,150.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-09-30,USC00047741,1999,09,30,250.0,__0,150.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-10-01,USC00047741,1999,10,1,222.0,__0,139.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-10-02,USC00047741,1999,10,2,200.0,__0,150.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-10-03,USC00047741,1999,10,3,189.0,__0,161.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-10-04,USC00047741,1999,10,4,194.0,__0,150.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-10-05,USC00047741,1999,10,5,200.0,__0,156.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-10-06,USC00047741,1999,10,6,211.0,__0,167.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-10-07,USC00047741,1999,10,7,217.0,__0,144.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-10-08,USC00047741,1999,10,8,261.0,__0,139.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-10-09,USC00047741,1999,10,9,272.0,__0,144.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-10-10,USC00047741,1999,10,10,261.0,__0,150.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-10-11,USC00047741,1999,10,11,211.0,__0,144.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-10-12,USC00047741,1999,10,12,228.0,__0,139.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-10-13,USC00047741,1999,10,13,222.0,__0,144.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-10-14,USC00047741,1999,10,14,206.0,__0,139.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-10-15,USC00047741,1999,10,15,211.0,__0,167.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-10-16,USC00047741,1999,10,16,200.0,__0,133.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-10-17,USC00047741,1999,10,17,211.0,__0,139.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-10-18,USC00047741,1999,10,18,222.0,__0,106.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-10-19,USC00047741,1999,10,19,228.0,__0,111.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-10-20,USC00047741,1999,10,20,272.0,__0,122.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-10-21,USC00047741,1999,10,21,261.0,__0,133.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-10-22,USC00047741,1999,10,22,211.0,__0,117.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-10-23,USC00047741,1999,10,23,211.0,__0,122.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-10-24,USC00047741,1999,10,24,211.0,__0,150.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-10-25,USC00047741,1999,10,25,228.0,__0,144.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-10-26,USC00047741,1999,10,26,206.0,__0,144.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-10-27,USC00047741,1999,10,27,183.0,__0,144.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-10-28,USC00047741,1999,10,28,178.0,__0,144.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-10-29,USC00047741,1999,10,29,194.0,__0,167.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-10-30,USC00047741,1999,10,30,250.0,__0,117.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-10-31,USC00047741,1999,10,31,250.0,__0,117.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
1999-11-01,USC00047741,1999,11,1,217.0,__0,122.0,__0,0.0,P_0,0.0,P_0,0.0,P_0,nan,nan,nan,nan,nan,nan
